Rule ID,Property,Question,Answer,Action,Reason shown to the guest,Owner verdict (keep / change / remove),Comment
R1141,The River House,Where,Wroxham and Hoveton,-5,,,
R1142,The River House,Where,Horning,-5,,,
R1143,The River House,Where,Potter Heigham and the Thurne,+8,"In Potter Heigham and the Thurne, where you asked",,
R1144,The River House,Where,"Reedham, Brundall and the Yare",-5,,,
R1145,The River House,Where,Somewhere quiet and rural,+8,"In the quieter villages, where you asked",,
R1146,The Sheriff House,How many,3 or 4,-12,,,
R1147,The Sheriff House,How many,5 or 6,-12,,,
R1148,The Sheriff House,How many,7 or 8,-12,,,
R1149,The Sheriff House,How many,9 to 12,-5,,,
R1150,The Sheriff House,How many,13 or more,+6,"Sleeps 16, the right size for your party",,
R1151,The Sheriff House,Who's coming,Just the two of us,-6,,,
R1152,The Sheriff House,Who's coming,Just me,-4,,,
R1153,The Sheriff House,Who's coming,Family with children,+4,Set up for families,,
R1154,The Sheriff House,Who's coming,Family with children,+2,A garden for the children,,
R1155,The Sheriff House,Who's coming,A big get-together,+6,Room for a big get-together,,
R1156,The Sheriff House,Must have,The dog comes too,+10,Dogs welcome,,
R1157,The Sheriff House,Must have,A mooring for our boat,+10,A mooring at the property,,
R1158,The Sheriff House,Must have,Everything on one level,+10,Everything on one level,,
R1159,The Sheriff House,Must have,A hot tub,-2,,,
R1160,The Sheriff House,Must have,A river view,+8,On the main river,,
R1161,The Sheriff House,Your time,Out on the water,+6,Moor your boat at the bottom of the garden,,
R1162,The Sheriff House,Your time,Out on the water,+3,Straight out onto the main river,,
R1163,The Sheriff House,Your time,Fishing,+3,Right on the water,,
R1164,The Sheriff House,Your time,Walking and wildlife,+2,A garden to come back to,,
R1165,The Sheriff House,Your time,Walking and wildlife,+2,Dogs welcome on the walks,,
R1166,The Sheriff House,Your time,"Pubs, villages and days out",+3,Wroxham's shops and boatyards close by,,
R1167,The Sheriff House,Your time,"Pubs, villages and days out",+2,Parking at the property for days out,,
R1168,The Sheriff House,Your time,Doing very little,+5,Sit by the water and watch the boats go by,,
R1169,The Sheriff House,Your time,Doing very little,+3,A garden to yourselves,,
R1170,The Sheriff House,Where,Wroxham and Hoveton,+8,"In Wroxham, where you asked",,
R1171,The Sheriff House,Where,Horning,-5,,,
R1172,The Sheriff House,Where,Potter Heigham and the Thurne,-5,,,
R1173,The Sheriff House,Where,"Reedham, Brundall and the Yare",-5,,,
R1174,The Sheriff House,Where,Somewhere quiet and rural,-5,,,
R1175,The Willows,How many,3 or 4,+6,"Sleeps 4, the right size for your party",,
R1176,The Willows,How many,5 or 6,EXCLUDE,"Sleeps 4, not enough beds for 5 to 6",,
R1177,The Willows,How many,7 or 8,EXCLUDE,"Sleeps 4, not enough beds for 7 to 8",,
R1178,The Willows,How many,9 to 12,EXCLUDE,"Sleeps 4, not enough beds for 9 to 12",,
R1179,The Willows,How many,13 or more,EXCLUDE,"Sleeps 4, not enough beds for 13 or more",,
R1180,The Willows,Who's coming,Just the two of us,+4,A cottage sized for a couple,,
R1181,The Willows,Who's coming,Just me,+5,Small enough to feel like your own,,
R1182,The Willows,Who's coming,Family with children,+4,Set up for families,,
R1183,The Willows,Who's coming,A big get-together,-6,,,
R1184,The Willows,Must have,The dog comes too,EXCLUDE,Doesn't take pets,,
R1185,The Willows,Must have,A mooring for our boat,+10,A mooring at the property,,
R1186,The Willows,Must have,Everything on one level,+10,Everything on one level,,
R1187,The Willows,Must have,A hot tub,-2,,,
R1188,The Willows,Must have,A river view,+8,On the main river,,
R1189,The Willows,Your time,Out on the water,+6,Moor your boat at the bottom of the garden,,
R1190,The Willows,Your time,Out on the water,+3,Straight out onto the main river,,
R1191,The Willows,Your time,Fishing,+8,Fishing from the garden or close by,,
R1192,The Willows,Your time,Fishing,+3,Right on the water,,
R1193,The Willows,Your time,"Pubs, villages and days out",+3,Horning's pubs and river frontage,,
R1194,The Willows,Your time,"Pubs, villages and days out",+2,Parking at the property for days out,,
R1195,The Willows,Your time,Doing very little,+5,Sit by the water and watch the boats go by,,
R1196,The Willows,Where,Wroxham and Hoveton,-5,,,
R1197,The Willows,Where,Horning,+8,"In Horning, where you asked",,
R1198,The Willows,Where,Potter Heigham and the Thurne,-5,,,
R1199,The Willows,Where,"Reedham, Brundall and the Yare",-5,,,
R1200,The Willows,Where,Somewhere quiet and rural,-5,,,
R1201,The Willows Wroxham,How many,3 or 4,-12,,,
R1202,The Willows Wroxham,How many,5 or 6,-5,,,
R1203,The Willows Wroxham,How many,7 or 8,+2,"Sleeps 10, with a bed or two spare",,
R1204,The Willows Wroxham,How many,9 to 12,+6,"Sleeps 10, the right size for your party",,
R1205,The Willows Wroxham,How many,13 or more,EXCLUDE,"Sleeps 10, not enough beds for 13 or more",,
R1206,The Willows Wroxham,Who's coming,Just the two of us,-6,,,
R1207,The Willows Wroxham,Who's coming,Just me,-4,,,
R1208,The Willows Wroxham,Who's coming,Family with children,+2,A garden for the children,,
R1209,The Willows Wroxham,Who's coming,A big get-together,+6,Room for a big get-together,,
R1210,The Willows Wroxham,Must have,The dog comes too,EXCLUDE,Doesn't take pets,,
R1211,The Willows Wroxham,Must have,A mooring for our boat,+10,A mooring at the property,,
R1212,The Willows Wroxham,Must have,Everything on one level,-8,,,
R1213,The Willows Wroxham,Must have,A hot tub,-2,,,
R1214,The Willows Wroxham,Must have,A river view,+8,On the main river,,
R1215,The Willows Wroxham,Your time,Out on the water,+6,Moor your boat at the bottom of the garden,,
R1216,The Willows Wroxham,Your time,Out on the water,+3,Straight out onto the main river,,
R1217,The Willows Wroxham,Your time,Fishing,+8,Fishing from the garden or close by,,
R1218,The Willows Wroxham,Your time,Fishing,+3,Right on the water,,
R1219,The Willows Wroxham,Your time,Walking and wildlife,+2,A garden to come back to,,
R1220,The Willows Wroxham,Your time,"Pubs, villages and days out",+3,Wroxham's shops and boatyards close by,,
R1221,The Willows Wroxham,Your time,Doing very little,+5,Sit by the water and watch the boats go by,,
R1222,The Willows Wroxham,Your time,Doing very little,+3,A garden to yourselves,,
R1223,The Willows Wroxham,Where,Wroxham and Hoveton,+8,"In Wroxham, where you asked",,
R1224,The Willows Wroxham,Where,Horning,-5,,,
R1225,The Willows Wroxham,Where,Potter Heigham and the Thurne,-5,,,
R1226,The Willows Wroxham,Where,"Reedham, Brundall and the Yare",-5,,,
R1227,The Willows Wroxham,Where,Somewhere quiet and rural,-5,,,
R1228,Waters Edge,How many,3 or 4,+2,"Sleeps 6, with a bed or two spare",,
R1229,Waters Edge,How many,5 or 6,+6,"Sleeps 6, the right size for your party",,
R1230,Waters Edge,How many,7 or 8,EXCLUDE,"Sleeps 6, not enough beds for 7 to 8",,
R1231,Waters Edge,How many,9 to 12,EXCLUDE,"Sleeps 6, not enough beds for 9 to 12",,
R1232,Waters Edge,How many,13 or more,EXCLUDE,"Sleeps 6, not enough beds for 13 or more",,
R1233,Waters Edge,Who's coming,Just me,-4,,,
R1234,Waters Edge,Must have,The dog comes too,+10,Dogs welcome,,
R1235,Waters Edge,Must have,A mooring for our boat,+10,A mooring at the property,,
R1236,Waters Edge,Must have,Everything on one level,+10,Everything on one level,,
R1237,Waters Edge,Must have,A hot tub,-2,,,
R1238,Waters Edge,Must have,A river view,+8,On the main river,,
R1239,Waters Edge,Your time,Out on the water,+6,Moor your boat at the bottom of the garden,,
R1240,Waters Edge,Your time,Out on the water,+3,Straight out onto the main river,,
R1241,Waters Edge,Your time,Fishing,+8,Fishing from the garden or close by,,
R1242,Waters Edge,Your time,Fishing,+3,Right on the water,,
R1243,Waters Edge,Your time,Walking and wildlife,+6,"Quiet, with walks from the door",,
R1244,Waters Edge,Your time,Walking and wildlife,+2,Dogs welcome on the walks,,
R1245,Waters Edge,Your time,Doing very little,+5,Sit by the water and watch the boats go by,,
R1246,Waters Edge,Where,Wroxham and Hoveton,-5,,,
R1247,Waters Edge,Where,Horning,-5,,,
R1248,Waters Edge,Where,Potter Heigham and the Thurne,+8,"In Potter Heigham and the Thurne, where you asked",,
R1249,Waters Edge,Where,"Reedham, Brundall and the Yare",-5,,,
R1250,Waters Edge,Where,Somewhere quiet and rural,-5,,,
R1251,Waters Edge Cottage – Wroxham,How many,3 or 4,-12,,,
R1252,Waters Edge Cottage – Wroxham,How many,5 or 6,+2,"Sleeps 8, with a bed or two spare",,
R1253,Waters Edge Cottage – Wroxham,How many,7 or 8,+6,"Sleeps 8, the right size for your party",,
R1254,Waters Edge Cottage – Wroxham,How many,9 to 12,EXCLUDE,"Sleeps 8, not enough beds for 9 to 12",,
R1255,Waters Edge Cottage – Wroxham,How many,13 or more,EXCLUDE,"Sleeps 8, not enough beds for 13 or more",,
R1256,Waters Edge Cottage – Wroxham,Who's coming,Just the two of us,-6,,,
R1257,Waters Edge Cottage – Wroxham,Who's coming,Just me,-4,,,
R1258,Waters Edge Cottage – Wroxham,Who's coming,Family with children,+4,Set up for families,,
R1259,Waters Edge Cottage – Wroxham,Who's coming,Family with children,+2,A garden for the children,,
R1260,Waters Edge Cottage – Wroxham,Who's coming,A big get-together,+6,Room for a big get-together,,
R1261,Waters Edge Cottage – Wroxham,Must have,The dog comes too,EXCLUDE,Doesn't take pets,,
R1262,Waters Edge Cottage – Wroxham,Must have,A mooring for our boat,+10,A mooring at the property,,
R1263,Waters Edge Cottage – Wroxham,Must have,Everything on one level,+10,Everything on one level,,
R1264,Waters Edge Cottage – Wroxham,Must have,A hot tub,-2,,,
R1265,Waters Edge Cottage – Wroxham,Must have,A river view,+8,On the main river,,
R1266,Waters Edge Cottage – Wroxham,Your time,Out on the water,+6,Moor your boat at the bottom of the garden,,
R1267,Waters Edge Cottage – Wroxham,Your time,Out on the water,+3,Straight out onto the main river,,
R1268,Waters Edge Cottage – Wroxham,Your time,Fishing,+8,Fishing from the garden or close by,,
R1269,Waters Edge Cottage – Wroxham,Your time,Fishing,+3,Right on the water,,
R1270,Waters Edge Cottage – Wroxham,Your time,Walking and wildlife,+2,A garden to come back to,,
R1271,Waters Edge Cottage – Wroxham,Your time,"Pubs, villages and days out",+3,Wroxham's shops and boatyards close by,,
R1272,Waters Edge Cottage – Wroxham,Your time,"Pubs, villages and days out",+2,Parking at the property for days out,,
R1273,Waters Edge Cottage – Wroxham,Your time,Doing very little,+5,Sit by the water and watch the boats go by,,
R1274,Waters Edge Cottage – Wroxham,Your time,Doing very little,+3,A garden to yourselves,,
R1275,Waters Edge Cottage – Wroxham,Where,Wroxham and Hoveton,+8,"In Wroxham, where you asked",,
R1276,Waters Edge Cottage – Wroxham,Where,Horning,-5,,,
R1277,Waters Edge Cottage – Wroxham,Where,Potter Heigham and the Thurne,-5,,,
R1278,Waters Edge Cottage – Wroxham,Where,"Reedham, Brundall and the Yare",-5,,,
R1279,Waters Edge Cottage – Wroxham,Where,Somewhere quiet and rural,-5,,,
R1280,Westbury,How many,3 or 4,-12,,,
R1281,Westbury,How many,5 or 6,+2,"Sleeps 8, with a bed or two spare",,
R1282,Westbury,How many,7 or 8,+6,"Sleeps 8, the right size for your party",,
R1283,Westbury,How many,9 to 12,EXCLUDE,"Sleeps 8, not enough beds for 9 to 12",,
R1284,Westbury,How many,13 or more,EXCLUDE,"Sleeps 8, not enough beds for 13 or more",,
R1285,Westbury,Who's coming,Just the two of us,-6,,,
R1286,Westbury,Who's coming,Just me,-4,,,
R1287,Westbury,Who's coming,Family with children,+2,A garden for the children,,
R1288,Westbury,Who's coming,A group of friends,+3,Pubs and restaurants a short walk away,,
R1289,Westbury,Who's coming,A big get-together,+6,Room for a big get-together,,
R1290,Westbury,Must have,The dog comes too,+10,Dogs welcome,,
R1291,Westbury,Must have,A mooring for our boat,+10,A mooring at the property,,
R1292,Westbury,Must have,Everything on one level,-8,,,
R1293,Westbury,Must have,A hot tub,-2,,,
R1294,Westbury,Must have,A river view,+8,On the main river,,
R1295,Westbury,Your time,Out on the water,+6,Moor your boat at the bottom of the garden,,
R1296,Westbury,Your time,Out on the water,+3,Straight out onto the main river,,
R1297,Westbury,Your time,Fishing,+3,Right on the water,,
R1298,Westbury,Your time,Walking and wildlife,+2,A garden to come back to,,
R1299,Westbury,Your time,Walking and wildlife,+2,Dogs welcome on the walks,,
R1300,Westbury,Your time,"Pubs, villages and days out",+6,In the heart of the village,,
R1301,Westbury,Your time,"Pubs, villages and days out",+3,Horning's pubs and river frontage,,
R1302,Westbury,Your time,"Pubs, villages and days out",+2,Parking at the property for days out,,
R1303,Westbury,Your time,Doing very little,+5,Sit by the water and watch the boats go by,,
R1304,Westbury,Your time,Doing very little,+3,A garden to yourselves,,
R1305,Westbury,Your time,Doing very little,-2,,,
R1306,Westbury,Where,Wroxham and Hoveton,-5,,,
R1307,Westbury,Where,Horning,+8,"In Horning, where you asked",,
R1308,Westbury,Where,Potter Heigham and the Thurne,-5,,,
R1309,Westbury,Where,"Reedham, Brundall and the Yare",-5,,,
R1310,Westbury,Where,Somewhere quiet and rural,-5,,,
R1311,Wherry Cottage,How many,3 or 4,-5,,,
R1312,Wherry Cottage,How many,5 or 6,+2,"Sleeps 7, with a bed or two spare",,
R1313,Wherry Cottage,How many,7 or 8,+6,"Sleeps 7, the right size for your party",,
R1314,Wherry Cottage,How many,9 to 12,EXCLUDE,"Sleeps 7, not enough beds for 9 to 12",,
R1315,Wherry Cottage,How many,13 or more,EXCLUDE,"Sleeps 7, not enough beds for 13 or more",,
R1316,Wherry Cottage,Who's coming,Just me,-4,,,
R1317,Wherry Cottage,Who's coming,Family with children,+4,Set up for families,,
R1318,Wherry Cottage,Who's coming,Family with children,+2,A garden for the children,,
R1319,Wherry Cottage,Must have,The dog comes too,+10,Dogs welcome,,
R1320,Wherry Cottage,Must have,A mooring for our boat,+10,A mooring at the property,,
R1321,Wherry Cottage,Must have,Everything on one level,-8,,,
R1322,Wherry Cottage,Must have,A hot tub,-2,,,
R1323,Wherry Cottage,Must have,A river view,+4,Right by the water,,
R1324,Wherry Cottage,Your time,Out on the water,+6,Moor your boat at the bottom of the garden,,
R1325,Wherry Cottage,Your time,Fishing,+3,Right on the water,,
R1326,Wherry Cottage,Your time,Walking and wildlife,+6,"Quiet, with walks from the door",,
R1327,Wherry Cottage,Your time,Walking and wildlife,+2,A garden to come back to,,
R1328,Wherry Cottage,Your time,Walking and wildlife,+2,Dogs welcome on the walks,,
R1329,Wherry Cottage,Your time,"Pubs, villages and days out",+2,Parking at the property for days out,,
R1330,Wherry Cottage,Your time,Doing very little,+5,Sit by the water and watch the boats go by,,
R1331,Wherry Cottage,Your time,Doing very little,+3,A garden to yourselves,,
R1332,Wherry Cottage,Where,Wroxham and Hoveton,-5,,,
R1333,Wherry Cottage,Where,Horning,+8,"In Horning, where you asked",,
R1334,Wherry Cottage,Where,Potter Heigham and the Thurne,-5,,,
R1335,Wherry Cottage,Where,"Reedham, Brundall and the Yare",-5,,,
R1336,Wherry Cottage,Where,Somewhere quiet and rural,+8,"In the quieter villages, where you asked",,
R1337,Wherrymere,How many,3 or 4,-12,,,
R1338,Wherrymere,How many,5 or 6,+2,"Sleeps 8, with a bed or two spare",,
R1339,Wherrymere,How many,7 or 8,+6,"Sleeps 8, the right size for your party",,
R1340,Wherrymere,How many,9 to 12,EXCLUDE,"Sleeps 8, not enough beds for 9 to 12",,
R1341,Wherrymere,How many,13 or more,EXCLUDE,"Sleeps 8, not enough beds for 13 or more",,
R1342,Wherrymere,Who's coming,Just the two of us,-6,,,
R1343,Wherrymere,Who's coming,Just me,-4,,,
R1344,Wherrymere,Who's coming,Family with children,+4,Set up for families,,
R1345,Wherrymere,Who's coming,A big get-together,+6,Room for a big get-together,,
R1346,Wherrymere,Must have,The dog comes too,+10,Dogs welcome,,
R1347,Wherrymere,Must have,A mooring for our boat,+10,A mooring at the property,,
R1348,Wherrymere,Must have,Everything on one level,-8,,,
R1349,Wherrymere,Must have,A hot tub,-2,,,
R1350,Wherrymere,Must have,A river view,+4,Right by the water,,
R1351,Wherrymere,Your time,Out on the water,+6,Moor your boat at the bottom of the garden,,
R1352,Wherrymere,Your time,Fishing,+8,Fishing from the garden or close by,,
R1353,Wherrymere,Your time,Fishing,+3,Right on the water,,
R1354,Wherrymere,Your time,Walking and wildlife,+2,Dogs welcome on the walks,,
R1355,Wherrymere,Your time,"Pubs, villages and days out",+3,Horning's pubs and river frontage,,
R1356,Wherrymere,Your time,"Pubs, villages and days out",+2,Parking at the property for days out,,
R1357,Wherrymere,Your time,Doing very little,+5,Sit by the water and watch the boats go by,,
R1358,Wherrymere,Where,Wroxham and Hoveton,-5,,,
R1359,Wherrymere,Where,Horning,+8,"In Horning, where you asked",,
R1360,Wherrymere,Where,Potter Heigham and the Thurne,-5,,,
R1361,Wherrymere,Where,"Reedham, Brundall and the Yare",-5,,,
R1362,Wherrymere,Where,Somewhere quiet and rural,-5,,,
R1363,Wildwood,How many,3 or 4,+2,"Sleeps 6, with a bed or two spare",,
R1364,Wildwood,How many,5 or 6,+6,"Sleeps 6, the right size for your party",,
R1365,Wildwood,How many,7 or 8,EXCLUDE,"Sleeps 6, not enough beds for 7 to 8",,
R1366,Wildwood,How many,9 to 12,EXCLUDE,"Sleeps 6, not enough beds for 9 to 12",,
R1367,Wildwood,How many,13 or more,EXCLUDE,"Sleeps 6, not enough beds for 13 or more",,
R1368,Wildwood,Who's coming,Just me,-4,,,
R1369,Wildwood,Who's coming,Family with children,+4,Set up for families,,
R1370,Wildwood,Who's coming,Family with children,+2,A garden for the children,,
R1371,Wildwood,Must have,The dog comes too,EXCLUDE,Doesn't take pets,,
R1372,Wildwood,Must have,A mooring for our boat,+10,A mooring at the property,,
R1373,Wildwood,Must have,Everything on one level,+10,Everything on one level,,
R1374,Wildwood,Must have,A hot tub,-2,,,
R1375,Wildwood,Must have,A river view,+8,On the main river,,
R1376,Wildwood,Your time,Out on the water,+6,Moor your boat at the bottom of the garden,,
R1377,Wildwood,Your time,Out on the water,+3,Straight out onto the main river,,
R1378,Wildwood,Your time,Fishing,+8,Fishing from the garden or close by,,
R1379,Wildwood,Your time,Fishing,+3,Right on the water,,
R1380,Wildwood,Your time,Walking and wildlife,+2,A garden to come back to,,
R1381,Wildwood,Your time,"Pubs, villages and days out",+3,Wroxham's shops and boatyards close by,,
R1382,Wildwood,Your time,"Pubs, villages and days out",+2,Parking at the property for days out,,
R1383,Wildwood,Your time,Doing very little,+5,Sit by the water and watch the boats go by,,
R1384,Wildwood,Your time,Doing very little,+3,A garden to yourselves,,
R1385,Wildwood,Where,Wroxham and Hoveton,+8,"In Wroxham, where you asked",,
R1386,Wildwood,Where,Horning,-5,,,
R1387,Wildwood,Where,Potter Heigham and the Thurne,-5,,,
R1388,Wildwood,Where,"Reedham, Brundall and the Yare",-5,,,
R1389,Wildwood,Where,Somewhere quiet and rural,-5,,,
R1390,Willow Lodge,How many,3 or 4,-12,,,
R1391,Willow Lodge,How many,5 or 6,-5,,,
R1392,Willow Lodge,How many,7 or 8,+2,"Sleeps 9, with a bed or two spare",,
R1393,Willow Lodge,How many,9 to 12,+6,"Sleeps 9, the right size for your party",,
R1394,Willow Lodge,How many,13 or more,EXCLUDE,"Sleeps 9, not enough beds for 13 or more",,
R1395,Willow Lodge,Who's coming,Just the two of us,-6,,,
R1396,Willow Lodge,Who's coming,Just me,-4,,,
R1397,Willow Lodge,Who's coming,Family with children,+4,Set up for families,,
R1398,Willow Lodge,Who's coming,Family with children,+2,A garden for the children,,
R1399,Willow Lodge,Who's coming,A big get-together,+6,Room for a big get-together,,
R1400,Willow Lodge,Must have,The dog comes too,+10,Dogs welcome,,
R1401,Willow Lodge,Must have,A mooring for our boat,+10,A mooring at the property,,
R1402,Willow Lodge,Must have,Everything on one level,+10,Everything on one level,,
R1403,Willow Lodge,Must have,Everything on one level,+3,Step-free access,,
R1404,Willow Lodge,Must have,A hot tub,-2,,,
R1405,Willow Lodge,Must have,A river view,+8,On the main river,,
R1406,Willow Lodge,Your time,Out on the water,+6,Moor your boat at the bottom of the garden,,
R1407,Willow Lodge,Your time,Out on the water,+3,Straight out onto the main river,,
R1408,Willow Lodge,Your time,Fishing,+3,Right on the water,,
R1409,Willow Lodge,Your time,Walking and wildlife,+2,A garden to come back to,,
R1410,Willow Lodge,Your time,Walking and wildlife,+2,Dogs welcome on the walks,,
R1411,Willow Lodge,Your time,"Pubs, villages and days out",+3,Horning's pubs and river frontage,,
R1412,Willow Lodge,Your time,"Pubs, villages and days out",+2,Parking at the property for days out,,
R1413,Willow Lodge,Your time,Doing very little,+5,Sit by the water and watch the boats go by,,
R1414,Willow Lodge,Your time,Doing very little,+3,A garden to yourselves,,
R1415,Willow Lodge,Where,Wroxham and Hoveton,-5,,,
R1416,Willow Lodge,Where,Horning,+8,"In Horning, where you asked",,
R1417,Willow Lodge,Where,Potter Heigham and the Thurne,-5,,,
R1418,Willow Lodge,Where,"Reedham, Brundall and the Yare",-5,,,
R1419,Willow Lodge,Where,Somewhere quiet and rural,-5,,,
